0: 408,751,597,558,496,540
1: 372,1168,487,915,1064
2: 724,104,461,258,1075
3: 592,1019,757,957,760,763
4: 548,1204,712,968,526,617
5: 650,942,953,844
6: 988,566,377,172,716,290
7: 442,587,351,702,361,1089
8: 18,590,1228,653,121,948
9: 1127,1223,543,803,163
10: 1040,207,516,252,1010,891,509
11: 807,559,981,609,762,794
1209: 186,1055,314,345,694,773,68
1214: 753,498,586,348,677,608
14: 1015,244,324
15: 872,257,1006,249,85,143
16: 736,38,842,66
17: 986,164,470,1145,35,434
18: 8,590,184,874,1228
19: 609,908,940,79,1160,794
20: 299,1009,122,549,475,914
21: 1011,106,172,674,329,566
22: 1169,962,1109,894,349,427
23: 424,928,965,945,754,795
24: 740,1124,568,643,73,971
25: 305,1203,476,679,219,385
26: 165,261,1155
27: 604,1220,32,170,629,747
28: 1203,872,85,504,706
29: 484,619,1029,232,424,965
30: 917,980,284,927,1135
31: 981,529,181,727,464,1085
32: 604,296,27,170,784,919
33: 762,807,226,828,866,376
34: 292,1013,210,571,789,925
35: 1077,691,434,1191,164,17
36: 683,1183,1017,227,671,835
37: 861,494,1095,450,512,839
38: 736,16,585,66,1215,1221
39: 921,190,259,148
40: 360,834,666,1022,355,985,825
41: 1071,446,1142,1067,890,1105
42: 288,934,242,888,310,992,1090
43: 271,531,541,946,958
44: 112,458,358,103
45: 723,840,1010,474,743,1033
46: 257,799,947,760,143,763
47: 1035,556,1205,83,944,574
48: 657,742,633,1050,109
49: 1071,446,285,832,398,1098
50: 767,56,877,1014,235,303
51: 303,1113,1126,1062,845,1005
52: 243,728,966,1224,274
53: 231,897,481,796,255,195,1045
54: 543,893,738,1088
55: 297,686,1190,188,1160,620
56: 50,767,235,233,224,1043
57: 816,579,204,991,1204,712,883
58: 641,496,341,713,878,759
59: 678,263,255,622,847,1045
60: 116,1178,777,113,111
61: 281,168,402,494,982
62: 1181,979,859
63: 1003,888,612,250,242
64: 448,279,383,487,96,1064
65: 226,833,316,495,1121
66: 1215,280,16,38
67: 1162,1069,1072,1180,115,1081
68: 797,77,1055,1209,694
69: 578,402,697,613,728,989
70: 119,266,381,1106,761,1163
71: 1112,180,1093,1056,244,870,223
72: 422,319,1036,570,820
73: 233,1107,568,24,525,849,971
74: 970,220,384,611,442,160
75: 603,711,1197,488,1019,757
76: 949,601,964,1080,150,480
77: 797,68,694,300
78: 399,1228,455
79: 188,1153,413,908,19,1160
80: 571,802,1122,789,1157
81: 308,602,922,301
82: 621,245,1152
83: 595,689,944,574,268,47
84: 904,720,628,678,622,1021
85: 1041,143,28,872,15,504
86: 836,309,753,498
87: 147,640,696,451,701,1060
88: 987,272,1102,890,1137,1105
89: 515,1062,346,877,775,756
1218: 93,265,166,493
91: 974,1096,1112,627,798,214,547
92: 614,693,846,139,561,518,973
93: 1218,493,921
94: 412,979,554,328,1181
95: 124,606,771,984
96: 605,487,745,711,64,383
97: 355,1141,788,912,1097,489,639
98: 396,816,548,1204,317
99: 118,593,194,330,786,333
100: 232,972,211,1179,484,889
101: 569,1077,691,749,201,722,221,1046,853
102: 278,374,152,464,529,940
103: 358,586,458,44,667,511
104: 724,544,2,933,1196,258
105: 453,155,615,860,335
106: 21,1011,566,162,182
107: 1138,437,1009,537,748
108: 612,882,250,625,669,1070
109: 1225,611,633,459,657,48
110: 849,1107,1032
111: 113,60,777,752
112: 520,458,44,261
113: 392,111,60,116
114: 232,972,424,928,750,530
115: 770,390,67,1069,1081,161
116: 60,1018,729,295,392,113
117: 477,726,937,826
118: 284,916,593,99,927,786,158
119: 70,266,408,1151,761,341
120: 192,342,768,545,880,253
121: 948,710,8,1228
122: 599,885,549,20,475,216
123: 169,397,127,159,516,898
124: 606,95,771,418,801,790
125: 271,805,956,362,902,480
126: 1210,439,1024,284,593,917
127: 349,159,1008,139,123,397
128: 740,522,1128,1078,1001,336
129: 274,461,557,243,426,1150
1217: 163,625,410,543
131: 954,683,198,904,843
132: 707,1159,378,780
133: 1131,1188,670
134: 307,1061,649,690,583,435
135: 1036,570,421,308
136: 655,541,946
137: 861,982,1211,906,335
138: 539,536,656,477
139: 127,1008,92,693,973,397
140: 368,197,142,983,725,343
141: 1109,894,500,703,432
142: 140,368,978,553,983
143: 1041,85,763,257,46,15
144: 950,626,475,216,429,353
145: 190,400,203,187,970
146: 723,840,684,675,1065,645,901
147: 640,87,610,1034,1060
148: 851,39,387,259
149: 936,1140,822,867,247
150: 902,480,322,338,76,1080
151: 467,365,319,153
152: 312,910,464,278,102,791
153: 613,151,467,319,734
154: 668,306,185,503,875,415
155: 1084,734,860,906,989,105
156: 1189,1023,334,998,720,198
157: 382,453,177,594,359,286
158: 451,264,938,916,118,927
159: 127,349,207,427,516,123
160: 442,587,657,715,611,74
161: 287,692,201,722,1081,390,115,221
162: 824,538,988,566,106,182
163: 1217,9,543,803,447
164: 1191,1063,1083,1145,35,17
165: 26,261,598,831,520
166: 963,695,493,293,265,1218
167: 430,377,326,217,716,215
168: 281,61,380,578,497
169: 407,171,123,397,245,898,621
170: 1158,919,629,27,32
171: 169,898,821,621,485,1194
172: 716,856,329,566,6,21
173: 827,391,648,1027,401
174: 317,777,1101,776,752,1091
175: 515,1126,1148,848,943,405
176: 877,775,1014,756,1016,222,214,547
177: 157,453,664,615,248
178: 430,667,326,831,520,458
179: 852,323,327,1170,778
180: 1112,71,244,449,627,1079,223
181: 31,981,1085,980,559,782
182: 1116,1122,1094,1011,106,162
183: 746,425,438,665
184: 18,874,387,851,399
185: 196,535,503,415,886,154
186: 1055,314,1209,229,830
