0: 751,408,597,558,496,540
1: 1168,1032,372,915,487,1064
2: 724,104,461,557,1075
3: 85,763,760,75,603,504
4: 548,1204,712,968,526,617
5: 650,942,844
6: 172,716,377,290,566,988
7: 702,913,361,442,351,220
8: 18,590,653,121,948
9: 543,893,1114
10: 1040,207,684,252,891,516,370,723
11: 981,529,609,762,807,559
12: 722,749,569,101
1214: 753,498,586,348,608,677
14: 1015,244,324,870,1056,519
15: 872,257,799,236,143,28
16: 736,585,66,38
17: 164,35,1145,1046,853,986
18: 8,590,184,874
19: 609,908,762,188,79,794
20: 299,914,122,549,475
21: 1011,106,172,674,329,566
22: 141,894,1109,1137,1169,427
23: 795,424,754,965,945,206
24: 1124,643,568,73,740,971
25: 1203,872,476,305,679
26: 165,261,1155
27: 629,747,170,32,1220
28: 85,143,1203,872,15,706
29: 484,1029,1187,965,232,424
30: 1085,917,284,181,927,980
31: 981,529,181,464,727,1085
32: 604,296,1220,170,784,919,27
33: 1160,794,762,807,226,828
34: 789,80,571,925,210,1013
35: 17,164,1077,298,1191,853
36: 835,1017,683,227
37: 512,1095,494,861,450,1068
38: 66,1215,16,585,197,1175
39: 921,190,259,148
40: 825,985,737,360,834,1086
41: 1071,446,1105,1142,890,398
42: 288,934,1090,242,310,992
43: 271,531,541,946,958
44: 112,458,358,103
45: 743,1033,1010,840,275,208,414
46: 799,1045,947,957,143,763
47: 1035,1205,944,83,374,574
48: 742,160,657,633,109,1050,611
49: 939,270,832,1098,285,1057
50: 767,224,877,303,235,56,233
51: 303,1113,515,1126,1062,1005
52: 721,966,274,129,1083
53: 231,481,59,255,195,1045
54: 1088,625,543,969,524
55: 297,686,620,188,1160,794
56: 995,1107,73,233,50,235,1043
57: 816,579,1101,991,883,1204,712
58: 641,496,341,713,878,759
59: 678,263,255,53,847,1045
60: 116,1190,777,392,113
61: 494,168,281,402,69,982
62: 859,1181,94,979
63: 790,854,393,246,669,612
64: 605,915,487,96,448,279,383
65: 226,833,316,495,1058,1121
66: 1215,280,38,16
67: 161,115,1081,814,1069
68: 797,77,186,1055,694
69: 613,402,728,578,168,61
70: 119,266,381,1163,1106,761
71: 1112,1056,180,223,1093,244
72: 319,422,570,820,486,860
73: 995,1107,56,233,24,568,849,971
74: 970,160,384,611,1197
75: 745,711,603,760,757,3
76: 949,601,964,1080,150,480
77: 797,68,694,300
78: 399
79: 188,1153,413,1205,908,19
80: 789,34,1157,571,1094
81: 308,602,301,922,588
82: 621,941,1007,245,1152
83: 595,689,1154,574,268,47,944
84: 904,720,628,622,678,263
85: 3,143,763,28,504,706
86: 753,498,836,309
87: 147,640,1060,451,696,701
88: 482,1137,1105,931,987,1109,272
89: 1014,775,346,515,1062,877
1218: 93,265,166,493
91: 176,547,569,1096,373,221,974,214,191
92: 1117,693,139,561,518,973
93: 1218,493,921
94: 412,979,554,1181,62
95: 124,606,984,418,771
96: 745,711,605,64,416,383
97: 737,355,779,829,1141,489
98: 396,816,548,1204,317
99: 786,909,194,333,1024,330
100: 972,232,211,484,889,1146
101: 569,853,691,1077,12,722,749
102: 152,464,278,529,940
103: 358,586,458,44,667,511
104: 724,544,2,1097,1133,1196
105: 615,453,155,860,335
106: 21,1011,162,566,1116
107: 537,748,437,1138
