0: 408,751,1164,558,496,540
1: 1154,1064,1168,487,448
2: 724,104,461,298,426
3: 504,15,1050,46,760,763
4: 548,712,968,913,617,526
5: 650,942,953,844
6: 988,566,172,290,377,716
7: 442,337,587,730,361,572
8: 1267,874,653,590,121
9: 1127,543,1223,803,163
10: 621,1166,1152,407,1040,171,509
11: 33,762,19,981
1209: 186,314,773,1055,694,149
1214: 753,498,348,586,677,608
1235: 578,402,989,906,155,982
15: 3,504,143,46,872,85
16: 736,38,842,66
17: 470,164,1180,434,986
1256: 1170,440,1074,1212,340
19: 940,908,529,981,11,762
20: 299,1009,122,549,475,914
21: 106,394,542,674,566,172
22: 427,1102
23: 945,928,1262,965,754,795
24: 224,1124,1085,1001,568,740
25: 305,1248,758,1203,476,679
26: 165,1263,1061,261
27: 604,784,1220,170,32,629,747
28: 1203,85,504,742,633,706
29: 484,619,100,1029,424,232
30: 618,917,284,126,593,927
31: 152,529,727,917,181,833
32: 395,919,170,560,604,784,27
33: 11,762,55,807,981,828,866
34: 661,571,925,292,789
35: 1145,876,514,733,164
36: 683,1183,1017,227,671,835
37: 783,811,861,1119,512
38: 736,16,585,66,1215,1221
39: 921,190,259,148
40: 360,832,238,992,356,1273
41: 446,1122,285,1090,1161
42: 934,288,1054,1116,310
43: 271,531,541,946,958,136
44: 358,103,112,458
45: 1004,1194,1010,840,723,1033
46: 143,847,195,763,3,15
47: 1035,556,1199,525,681,268
48: 742,642,468,633,657,459
49: 398,501,446,285
50: 222,1014,1043,56,1107
1270: 1249,74,384,1275,187,203
52: 806,966,1224,728,129,697
53: 897,622,865,481,759,255,799
54: 669,524,738,1088,1251,1217
55: 33,762,794,686,1091,866,620
56: 976,855,303,50,1043,1174,1107
57: 816,204,579,883,991,1204
58: 878,496,641,540,713
59: 757,1197,257,1006,957,592
60: 1255,113,174,1101,752,777
61: 281,982,450,1258,402,380
62: 1181,94,979,859
63: 393,612,888,242,250,825
64: 745,416,1020,96,448,383
65: 807,833,316,495,226,1121
66: 1215,280,16,38
67: 1261,774,1246,457,692,1097
68: 300,311,1055,694,993,77
69: 467,613,734,806,697,989
70: 381,266,827,959,119,1177
71: 1015,974,1057,1071,1112,1083,1072
72: 365,422,1266,1268,1084,319
73: 1077,1016,1139,1014,1032,1107
74: 1225,109,611,1249,160,1270
75: 760,757,1197,488,605,603
76: 949,480,964,1080,150
77: 797,1055,300,68
78: 399,1267,1228,455
79: 188,1178,908,413,794,1190
80: 1259,88,182,1253,1169,571
81: 308,602,922,301
1231: 386,795,822,647,247
1167: 936,867,1100,823,1185
84: 904,628,263,678,249,564
85: 1203,476,28,872,504,15
86: 836,309,753,498
87: 147,610,451,624,696,1034
88: 80,1259,403,987,1011,1169
89: 1005,515,1019,175,1113,235
1218: 1244,265,493,166
91: 1081,221,1063,1096,201,1075,810
1255: 116,113,60,634,1091,1101
93: 145,190,203,493,1244,921
94: 282,979,412,554,1181,62
95: 606,771,984,528
96: 711,605,1020,745,64
97: 355,985,1141,788,639
98: 548,1204,816,317,396,213
99: 593,118,1024,194,786,333
100: 484,29,211,1179,232,972
101: 1099,1093,1112,1069,1162,1083
1250: 705,658,1070,479,1054
103: 358,586,44,458,511,667
104: 724,544,2,933,258
1269: 1036,615,1265,506,860,1039
106: 21,394,566,162,1259,403
107: 1138,437,1118,537
108: 250,882,669,246,625,612
109: 1225,459,74,657,611
1196: 1180,1027,434,191,1086,691
111: 752,113,295,392
112: 520,458,261,44
113: 1255,116,295,60,752,111
114: 232,972,928,1262,750,530
115: 770,1067,1142,1056,1093,1069
116: 1255,113,295,1091,729,620
117: 477,726,937,826
118: 593,99,927,786,1110,916,158
119: 341,513,1177,70,266,408
1176: 554,731,328,301,588
121: 1228,1240,1252,653,8
122: 599,885,549,20,216,475
1257: 881,785,852,369,920,193,327
124: 606,771,418,539,801,829
125: 271,805,480,956,362,902
126: 1135,439,1024,593,618,30
127: 159,207,519,1274,427,693,139
1238: 601,964,997,787
129: 243,728,1224,52,274
1217: 1251,410,163,543,738,54
131: 954,683,843,198,904,720
132: 1182,700,452,780
133: 1131,1188,293,670
134: 438,1111,690,649,435
135: 486,570,308,421
136: 655,43,541,946
137: 861,1211,906,335,982,1258
138: 418,539,536,477
139: 693,127,207,973,397
140: 585,368,725,142,197,343
1247: 1136,153,1268
142: 983,725,978,553,368,140
143: 678,847,46,249,872,15
144: 216,626,475,429,950,353
145: 190,400,93,187,203
146: 1031,901,675,723,1065,645
147: 640,87,610,700,451,624,575,431
148: 851,39,259,387
149: 936,1140,830,314,773,1209
150: 322,338,902,480,76,1080
1182: 132,452,1159
152: 31,529,727,278,1210,940
153: 1136,1247,1268,467,613,319
154: 668,306,1239,503,875,562
155: 906,1260,734,820,989,1235
156: 334,998,198,1000,1189,1023
157: 506,664,453,704,286,382
158: 916,938,701,118,927,264
159: 127,1134,207,519,427,449
160: 1249,220,611,74,442,587
161: 1081,221,1186,1068,798,1062
162: 538,182,988,566,106,1259
163: 1217,410,9,543,1243,803
164: 470,648,733,17,35
165: 26,1061,598,520,261,831
166: 493,695,1241,963,265,1218
167: 430,326,217,716,856,377
168: 243,728,578,402,380
1160: 1044,1144,417,1108,1213,1153
170: 1158,32,919,629,27
171: 1040,397,509,407,518,10
172: 566,6,329,716,674,21
173: 401,839,811,827,381
174: 776,1101,317,60,1234,777
175: 1113,1106,943,89,515,235
176: 1030,798,517,214,767,508,632
177: 704,248,862,850,1039,664
178: 430,326,831,520,458,667
179: 327,546,718,778,990
180: 1079,449,432,223,519,202
181: 833,917,31,782,316
182: 538,162,80,1259,1253
183: 565,892,746,425
1157: 1129,1011,1094,660,331,890
185: 196,535,1216,415,886,1239
186: 314,1209,1055,229,797,864
187: 145,400,203,1249,1270,970
188: 79,1178,1153,1205,1035,413
189: 895,949,306,857,362
190: 145,400,93,39,921,259
191: 1196,434,691,1126,923
192: 439,253,1210,618,727
193: 1212,920,1257,1170,327
194: 347,1024,507,534,333,99
195: 799,957,847,46,763
196: 535,185,237,682,1216
197: 364,1222,1221,140,343
198: 334,156,1189,720,131,954
199: 235,845,967,1019,924,1021,796
200: 1191,303,947,1021,796,1041,976
201: 1115,1133,1075,1063,221,91
202: 423,388,223,627,1079,180
203: 145,93,187,1275,1270
204: 57,579,297,991,634,1018
205: 792,354,212,1227,948
206: 463,584,754,1049,462,945
207: 127,1134,159,139,1040,397
208: 840,1065,717,1002,1066,1052
209: 256,990,769,718,320,276
210: 292,1274,1013,1073
211: 680,1146,1179,1025,484,100
212: 617,526,205,354,283,1227
213: 396,548,98,617,283,363
214: 767,508,810,1081,176,798
215: 663,813,607,217,856,325
216: 626,719,144,475,122,885
217: 326,167,873,607,215,856
1212: 920,359,193,1170,1256
219: 385,963,469,706,679,793
220: 1249,160,970,442,318,351
221: 161,1081,91,201,1075,1186,1068,798
222: 1046,50,1014,1043,1076,1068,1062
223: 244,432,627,1015,180,202
224: 24,1124,643,1016,568,233
225: 1060,550,527,1185,1110
226: 378,1121,807,65,828
227: 735,339,671,683,843,36
228: 560,672,1007,267,296
229: 541,652,186,314,655,864
230: 986,955,470,401,1037,1095
1234: 777,776,174,289
232: 114,972,29,100,424,1262
233: 568,525,1028,1016,1139,224
234: 914,429,748,966,1224,721
235: 405,845,199,175,943,89,1019
236: 249,564,872,735,476,758
237: 196,535,682,841
238: 825,992,888,834,360,40
1177: 513,119,959,70,1026
240: 912,673,1242,626,950,544
241: 857,956,637,871,386,647
242: 63,250,934,825,310
243: 728,129,168,557,380
244: 432,223,1137,482,1105,1057,580,1015
1166: 621,10,509,821,1004,975
246: 669,524,790,854,108,612
247: 254,647,1231,867,1140
248: 177,850,1039,781,328,412
249: 564,236,872,84,678,143
250: 882,108,63,612,242,934
251: 302,978,375,836,899,567
1268: 365,72,153,1247,319
253: 740,1147,1210,1085,192
254: 647,247,637,1140,961,830
255: 759,713,263,878,53,481
256: 769,209,320,953,998,650
257: 924,1021,1041,1006,592,59
258: 298,104,952,350
259: 379,387,190,400,39,148
260: 1170,440,778,597,1219,357
261: 112,520,26,165
262: 781,588,602,421,615,409
263: 759,713,255,84,628,678
264: 688,782,927,284,158,701
265: 670,1241,166,1218
266: 70,381,783,408,1164,119
267: 732,296,228,1007,631,1187
268: 1205,574,971,525,1035,47
269: 846,1229,343,364,523
270: 285,1142,1056
271: 43,531,805,125,902
1274: 210,427,1013,693,127
273: 438,1111,425,471,665
274: 461,557,721,1224,129
