0: 408,751,597,558,496,540
1: 487,915,1064,1168,1154,448
2: 258,298,724,104,461,426
3: 504,15,1050,46,760,763
4: 617,526,968,913,548,712
5: 650,942,953,844
6: 988,566,377,290,172,716
7: 442,337,587,730,361,572
8: 1228,590,184,653,121
9: 1114,1127,543,1223,803,163
10: 1040,171,509,1166,621,407,1004
11: 33,762,529,940,19,981
1209: 186,314,1055,773,694
1214: 753,498,348,586,677,608
1235: 578,402,989,906,155,105
15: 3,504,143,46,872,85
16: 736,38,842,66
17: 470,986,733,164,35
1256: 1170,440,1074,1212,193
19: 940,908,79,762,11,794
20: 299,1009,122,549,475,914
21: 106,394,674,542,566,172
22: 427,1109,500,1013,962
23: 424,928,945,754,965,795
24: 1078,1124,740,568,643,971
25: 1203,476,305,758,679
26: 165,261,1155
27: 604,32,1220,170,629,747
28: 504,1203,85,742,633,706
29: 484,619,100,1029,232,424
30: 126,917,284,439,618,727
31: 152,529,727,917,981,181
32: 604,27,296,170,784,919,629
33: 866,762,11,807,981,828
34: 292,210,925,789,571,983,804
35: 1145,876,733,17,986
36: 227,671,683,1183,1017,835
37: 783,811,494,861,512
38: 736,16,585,66,1215,1221
39: 921,190,259,148
40: 360,238,992,356,832
41: 446,285,890,1171,1161,1105
42: 288,934,242,1054,310,1116
43: 271,531,541,946,958
44: 358,103,112,458
45: 840,723,1033,1194,474,1010
46: 143,847,763,3,15
47: 268,574,1205,689,1035,944
48: 633,642,459,657,468,109
49: 1142,1090,501,446,285
50: 1046,222,1014,56,1107,1043
51: 235,303,89,1113,1005,877
52: 806,966,1224,728,129,697
53: 897,622,1021,865,481,255
54: 669,524,738,1088,1251,1217
55: 866,762,686,794,1018,620
56: 976,200,1107,1174,1043,50
57: 204,1178,883,1204,816,579
58: 341,496,878,540,641,759,713
59: 799,195,924,622,1021,947,796
60: 113,1091,174,1101,752,777
61: 281,982,402,168,380
62: 1181,94,979,859
63: 393,612,888,242,250,825
64: 448,279,487,96,1082,383
65: 807,833,316,495,1121,378,226
66: 1215,280,16,38
67: 1086,1022,1027,1196,1180
68: 993,311,694,1055,77,300
69: 467,734,613,806,697,989
70: 381,119,1106,513,761,1177
71: 1015,627,1057,1093,1112,974
72: 422,319,486,570,1084,1036
73: 233,1016,1014,1107,1032,1139,525
74: 384,109,611,1249,160,187
75: 760,757,1197,1050,605,603
76: 949,480,964,1080,150
77: 797,1055,68,300
78: 399,1228,455
79: 1153,413,908,19,794,1190
80: 182,1259,1253,661
81: 308,602,922,301
1231: 386,795,822,867,647,247
1167: 936,527,867,1100,1185
84: 904,628,263,678,249,564
85: 1203,476,872,504,15,28
86: 836,309,753,498
87: 147,640,610,575,1034,451,696
88: 987,1169,272,1129,789,661
89: 515,1126,1113,1151,1005,51
1218: 1244,265,493,166
91: 101,221,1047,1072,1096,1081,1148
1255: 1101,634,1178,1091
93: 145,190,493,203,1244,921
94: 282,979,412,554,1181,62
95: 606,771,984,528
96: 487,915,488,711,605,64,383
97: 355,985,788,639
98: 396,548,816,213
99: 1135,118,333,593,786
100: 484,29,211,1179,232,972
101: 221,91,1063,1069,1083,1072
102: 940,910,152,529
103: 358,586,44,458,511,667
104: 724,544,933,258,2
105: 906,335,155,1260,820,1235,453
106: 21,394,566,1011,162,182
107: 1138,437,1118,537
108: 882,250,669,246,625,612
109: 1225,384,74,48,459,657,611
1196: 1027,350,1246,1254,1086,67
111: 752,113,392,295
112: 520,458,261,44
113: 60,116,1091,295,752,111
114: 232,972,875,928,750,530
115: 1093,692,457,1067,770,1056
116: 113,1091,1018,729,620,295
117: 477,726,937,826
118: 1135,99,927,786,1110,158,916
119: 381,266,1164,70,761
1176: 554,328,731,781,588
121: 1240,653,8,1228,1252
122: 599,885,549,20,216,475
123: 127,159,207
124: 606,771,418,539,801,829
125: 956,362,480,902,271,805
126: 30,284,1024,439,1135,927
127: 123,159,207,962,139,516
1238: 601,964,787,997
129: 243,728,52,1224,274,557
1217: 1251,410,163,543,738,54
131: 954,683,843,198,904,720
132: 780,452,1159,707
133: 1131,1188,293,670
134: 307,273,649,435,690,583
135: 486,570,409,308,421
136: 655,541,946
137: 861,1211,1258,906,335,982
138: 418,539,536,477
139: 693,973,1117,127,962
140: 368,725,142,197,343
1247: 1136,153,365
142: 983,725,978,553,368,140
143: 46,678,249,872,15
144: 216,626,475,429,950,353
145: 190,400,93,970,187,203
146: 1031,901,675,645,723,1065
147: 87,610,575,815,624,700
148: 851,39,259,387
149: 936,527,1140,314,773
150: 322,338,902,76,480,1080
1182: 707,378,483,1159
152: 31,529,727,1210,278,940,102,910
153: 1136,1247,365,319,613
154: 306,1239,889,503,875
155: 105,734,820,989,1235
156: 334,998,198,1000,1189,1023
157: 506,382,453,704,664,286
158: 938,916,701,118,927,264
159: 127,123,207,962,427,1134,449
160: 1249,220,611,74,442,587
161: 1081,798,1148,1076,346,1062
162: 538,988,566,106,182
163: 1217,410,9,543,803,1243
164: 755,648,456,733,470,17
165: 26,261,1061,598,831,520
166: 493,963,1241,265,1218
167: 716,856,217,430,326,377
168: 578,402,243,728,380,61
169: 1040,171,397
170: 1158,919,629,32,27
171: 1040,169,10,397,561,407
172: 566,6,329,716,674,21
173: 401,839,811,827,381,266
174: 317,1101,60,776,1234,777
175: 1184,943,1126,1151,405
176: 1030,573,214,798,767,508,517
177: 781,1039,506,248,664
178: 430,326,831,520,458,667
179: 327,323,718,1170,778,990
180: 1015,627,223,388,1079,423,202
181: 833,981,917,31,782,316
182: 80,1259,106,162
183: 892,665,746,425
184: 8,387,874,851,399
185: 196,535,503,415,886,1239
186: 314,1055,1209,652,229,830
187: 145,970,384,74,695,203,1249
188: 991,1144,1153,297,1190,204
189: 895,949,306,562,857,362
190: 145,400,93,39,921,259
191: 1115,1150,1172,1075,1038
192: 253,336,1210,1085,545,618
193: 1212,920,1257,1170,1256,327
194: 534,454,333,347,593
195: 799,847,59,592,947,957,763
196: 535,185,237,682,503,1216
197: 364,1222,1221,140,343
198: 334,156,1189,720,131,954
199: 1045,796,1113,924,967,235
200: 56,976,1043,235,303,930
201: 1163,1186,1133,1150,1063,1068
202: 466,423,180,627,388,1079,460
203: 493,695,145,93,187
204: 57,1178,991,883,188,297
205: 792,653,354,212,948,1227
206: 823,584,463,462,510,945
207: 127,123,159,1134,1040,516,1008
208: 1002,840,1033,717,765,1128
209: 256,990,769,718,320,276
210: 292,34,1117,789,1169,1013
211: 1146,680,1179,1025,484,100
212: 617,526,205,354,283,1227
213: 283,363,548,617,396,98
214: 810,1096,1081,798,767,176
215: 663,813,325,607,856,217
216: 626,719,144,475,122,885
217: 856,167,607,873,215,326
1212: 920,359,193,1074,1256
219: 1241,385,679,469,963,793
220: 1249,160,442,970,318,351
221: 101,91,1063,1068,1072,1148
222: 1046,50,1062,1076,877,1043
223: 432,519,244,180,1015,627,1079
224: 568,517,643,573,1077,1016
225: 550,1110,1060,1185,527,345
226: 378,483,807,65,376,828
227: 735,339,671,36,683,843
228: 560,672,1007,420,267,709
229: 541,652,186,655,864
230: 923,955,848,1037,1095,827
1234: 777,174,776,289
