0: 58,496,408,751,558,540
1: 681,1168,1020,1154,1198,487
2: 258,298,724,104,461,1300
3: 504,15,46,760,1050
4: 548,712,968,913,617,526
5: 650,942,953,844
6: 988,566,377,716,329
7: 442,337,587,730,361,572
8: 1267,874,1311,590,653,121
9: 1127,1111,543,1223,803,163
10: 1040,509,397,407,1029,1187,621
1280: 1181,94,62,859
1209: 864,314,773,694,1055,186
1214: 753,498,348,586,677,608
1235: 578,402,989,734,906,155
15: 3,504,85,249,46,872
16: 736,38,842,66
17: 164,434,986,470
1256: 1170,1282,1212,920,340
19: 643,278,224,1058,568,31
20: 299,1009,122,549,475,914
21: 106,394,1250,674,329,566
1152: 621,684,1187,941,1130,521,616
23: 928,754,945,795,822
24: 224,1124,1128,740,1147,374
25: 469,706,1203,305,219,1309
26: 165,1061,1263,261
27: 604,784,1220,32,170,629,747
28: 1203,1307,504,85,633,706
29: 996,965,1179,619,424,1262
30: 118,1060,917,593,284,927
31: 568,413,19,1058,762
32: 604,784,27,170,395,919
33: 55,762,65,529,226,866
34: 1297,571,1013,789
35: 1145,1302,1278,514,164
36: 671,227,683,1183,1017,835
37: 512,137,861,494,839,1288
38: 736,16,585,66,1215,1221
39: 921,190,259,148
40: 825,992,238,360,832,834
41: 1094,1109,551,1117,1129
42: 934,288,1070,882,310
43: 271,531,541,946,958
44: 358,103,112,458
45: 208,1065,1194,723,1049,1195
46: 678,249,847,799,3,15
1295: 88,482
48: 657,1287,459,1225,109
49: 398,356,1116,1283,446,1094
50: 222,976,175,303,897,877
1270: 74,384,1275,695,1249,187
52: 966,1224,806,129,697
53: 897,865,877,513,759,1301
54: 669,524,738,1088,1251,1217
55: 33,762,794,1091,620,866
56: 1028,1064,1041,1197,1021,1045
57: 816,991,579,883,1204
58: 496,0,641,540,713
1296: 897,865,513
60: 1255,116,174,1101,752,777
61: 380,982,578,402,168
62: 94,282,1280,369,979,859
63: 242,612,238,393,985,888
64: 416,96,711,1089,383,448
65: 1305,529,495,33,1291,226
66: 1215,280,16,38
67: 876,774,1261,1246,457
68: 300,311,694,1055,993,77
69: 467,613,734,806,697,989
70: 381,266,959,119,1177
71: 1161,1057,1171,1015,627,202,1063
72: 365,422,1268,1266,1084,319
73: 1028,1064,1046,1032,1030,1001
74: 1270,109,384,611,1249,160
1127: 9,1111,1114,1223
76: 949,480,964,1080,150
77: 797,1055,300,68
78: 399,1267,1228,455
1291: 226,495,65,575,1121
80: 571,931,1253,1259
81: 308,602,922,301
1231: 386,822,823,647,247
1167: 507,333,454,584,786,1132
