0: 408,751,597,558,496,540
1: 487,915,64,372,1064,1168
2: 724,104,461,258,514,1075
3: 757,1197,760,763,1041,1019
4: 617,526,968,913,548,712
5: 650,942,953,844
6: 988,566,377,172,716,290
7: 442,587,702,361,1089
8: 18,590,1228,653,121,948
9: 1114,1127,543,1223,803,163
10: 1040,207,252,898,891,516,509,684
11: 33,762,794,981,609,559
1209: 186,1055,773,314,694
1214: 753,498,586,348,677,608
14: 1015,244,324,580
15: 872,257,143,249,1006,1041,85
16: 736,38,842,66
17: 955,434,470,986,164,35
18: 8,590,184,1228,874
19: 609,908,940,79,1160,794
20: 299,537,122,549,914,475
21: 394,106,172,674,329,566
22: 1169,962,1117,1109,1008,427
23: 424,928,965,945,754,795
24: 740,1124,568,643,73,971
25: 219,385,1203,305,679
26: 165,261,1155
27: 604,1220,32,170,629,747
28: 1203,872,85,504,679,706
29: 484,619,1029,232,424,965
30: 980,917,126,1135,1210,284
31: 981,181,727,464,529,980,917
32: 604,296,27,170,784,919
33: 11,762,807,559,866,828
34: 292,1013,789,210,804,925
35: 1191,1083,1172,164,17,434
36: 683,1183,1017,227,671,835
37: 783,512,1184,1095,839
38: 736,16,585,66,1215,1221
39: 921,190,259,148
40: 360,834,666,685,1022,355
41: 1071,1067,1161,890,1105
42: 288,310,1054,934,242
43: 271,531,541,946,958
44: 112,458,358,103
45: 743,1033,1010,723,840,474
46: 257,143,847,763,947,799
47: 1035,417,1205,83,944,574
48: 657,109,468,642,742,633
49: 501,1099,446,832,1142,285
50: 56,1014,877,235,303
51: 303,1113,1062,1126,845,1005
52: 728,129,966,1224,697,274
53: 1045,897,865,255,481
54: 1088,543,738,1217,669
55: 1190,1160,762,794,620,1018
56: 50,767,1014,235,224,233,1043
57: 991,579,204,816,883,1204,712
58: 713,496,341,759,878,641
59: 263,622,255,799,847
60: 116,1178,777,111,113,752
61: 281,494,168,402,380,982
62: 1181,979,94,859
63: 393,1003,612,250,242,888
64: 487,1,96,1064,448,279
65: 807,833,316,495,1121,226
66: 1215,280,16,38
67: 1086,939,1156,1162,1069
68: 300,311,1055,993,694,77
69: 806,697,613,734,578,989
70: 119,266,381,1106,761
71: 1112,180,1093,1056,244,870,1057
72: 422,319,1036,570,1084,820
73: 233,1107,568,224,24,525,971,849
74: 970,351,160,384,611,442
75: 1050,603,711,488,1197,605
76: 949,964,1080,150,480
77: 797,1055,300,68
78: 399,1228,455
79: 1153,413,1160,1205,908,19
80: 571,802,824,1157
81: 308,602,301,922
1231: 386,795,822
83: 47,595,689,944,574,268
84: 904,720,628,678,622,1021,564
85: 1041,1019,28,872,15,504
86: 836,309,753,498
87: 147,640,1034,451,696,1060
88: 987,272,1120,890,1137,1105
89: 756,775,1148,346,1076,1062,515
1218: 93,265,166,493
91: 627,798,1112,974,1096,214
92: 614,693,139,561,518,973
93: 1218,493,921
94: 412,282,979,554,1181,62
95: 606,771,528,984
96: 605,487,64,711,279,383,745
97: 1097,639,788,912,489,1141
98: 396,816,548,1204,317
99: 916,118,593,333,194,786
100: 232,972,211,484,889,1179
101: 1191,691,201,221,1077,853
102: 940,152,278,374,464,529
103: 358,586,458,44,667,511
104: 724,544,2,933,258
105: 335,155,615,860,453
106: 21,1011,394,566,162,182
107: 1138,437,1009,537
108: 669,246,625,612,882,250
109: 657,48,633,459,1225,611
1196: 1133,933,1156,1230,834,666,952
111: 113,752,60,392
112: 520,458,44,261
113: 111,295,729,60,116,392
114: 232,972,424,928,750,530
115: 1081,1072,1069,770,457,390
116: 60,1178,1018,729,113
117: 477,726,937,826
118: 284,916,593,99,927,158
119: 70,266,408,1151,761,341
120: 192,768,342,545
121: 948,710,8,1228
122: 599,885,549,20,216,475
123: 169,397,127,159,898,516
124: 606,771,418,539,801
125: 271,805,362,956,902,480
126: 30,1024,1210,439,284,593
127: 159,1008,139,973,123,397
128: 977,336,740,1128,1078,1001
129: 243,728,52,274,557,426
1217: 163,625,410,543,54,669
131: 954,683,843,198,904,720
132: 780,452,1159,707
133: 1131,1188,670
134: 307,1061,649,690,583,435
135: 1036,570,421,308
136: 655,541,946
137: 861,1211,982,906,335
138: 418,539,536,477
139: 92,693,1117,127,1008,973
140: 368,197,142,983,725,343
141: 1109,1102,500,432,703,894
142: 140,368,978,553,983
143: 257,46,763,1041,15
144: 216,626,429,475,950,353
145: 190,400,203,187,970,220
146: 645,1065,675,723,684,901,840
147: 640,87,700,610,1034,575
148: 851,39,259,387
149: 936,527,867,247,1140,314
150: 902,338,322,480,76,1080
151: 365,319,153
152: 312,910,278,791,464,102
153: 365,319,151,613,467
154: 668,306,875,185,503,415
155: 1084,734,860,989,105
156: 334,998,198,1000,1189,1023
157: 382,453,177,359,286
158: 451,938,264,916,118,927
159: 127,349,1008,427,207,123,516
160: 657,715,611,442,587,74
161: 974,221,1046,287,390,1081,692
162: 988,566,106,538,182
163: 1217,410,9,543,803,447
164: 470,1027,1172,1145,35,17
165: 26,261,598,831,520
166: 963,695,493,293,265,1218
167: 430,377,326,217,215,716,856
168: 578,402,243,728,380,61
169: 245,171,123,397,898,621
170: 1158,919,629,27,32
171: 245,169,898,821,485,621,1194
172: 716,856,329,566,6,21
173: 391,839,1037,450,401
174: 317,777,776,1091
175: 1076,848,943,515,1126,405
176: 756,775,877,1016,547,222,1014
177: 157,453,664,615,248,704
178: 430,667,326,831,520,458
179: 852,323,327,1170,778,990
180: 1112,71,244,519,223,627
181: 31,981,980,782,833,559
182: 1122,162,1011,106
183: 746,425,438,665
184: 18,387,851,399
185: 196,535,503,415,886,154
186: 1055,1209,314,652,229,830
187: 695,384,793,970,145,203
188: 1190,686,1153,1160,297
189: 895,949,362,306,562,857
190: 145,400,203,39,921,259
191: 230,955,434,691,1186,923
192: 120,1210,439,768,342,1085,545
193: 1212,920,369,862,785,327
194: 534,1024,330,333,454,593,99
195: 947,957,799,796,1045,199
196: 535,185,237,682,503,1216
197: 140,368,585,343,1222,1221
198: 334,156,1189,720,131,954
199: 930,967,465,796,195,957,592
200: 930,1005,1113,976,907,772
201: 876,722,1081,1072,1191,1083,101,221
202: 466,1031,388,449,1079,798,423
203: 145,190,187,695,493
204: 991,57,579,297,816,686
205: 792,653,212,590,1227
206: 823,754,584,616,945
207: 10,1040,499,894,349,159,427,516
208: 414,717,366,1128,1012,765,1001
209: 256,990,769,718,320,276
210: 789,661,931,1013,34,1129
211: 1146,680,484,1179,100
212: 617,526,205,283,1227
213: 838,363,548,617,396
214: 1016,1096,547,91,798,388,508
215: 813,607,217,167,856,325
216: 626,719,144,122,885,475
217: 873,607,215,326,167
1212: 920,193,1074,1170,440,327
219: 293,385,25,679,469,963
220: 970,351,145,318,277
221: 161,1046,201,722,1081,1191,101,1077
222: 1016,547,176,877,508,573,767,1014
223: 449,519,244,180,627,1079
224: 568,517,643,810,767,56,233,73
225: 1167,550,527,773,345,1060
226: 378,483,1121,807,65,828
227: 735,339,671,683,843,36
228: 267,709,560,420,631
229: 652,186,655,864
230: 191,955,1038,1068,1186
1234: 289,662,776
232: 114,972,100,484,29,424
233: 1107,73,767,56,568,224,1043
234: 914,429,1224,748,274,721
235: 303,1113,50,56,976,1043
236: 735,339,1006,476,758
237: 196,535,682,841
238: 825,992,360,356,832,501
