0: 408,751,558,58,496,540
1: 1154,681,1198,1168,1020,487
2: 258,298,724,104,461,426
3: 504,15,1050,46,760,763
4: 617,526,968,913,548,712
5: 650,942,953,844
6: 988,566,172,290,377,716
7: 442,337,587,730,361,572
8: 1267,874,590,653,121
9: 1127,307,543,1223,803,163
10: 621,1152,631,1040,171,407,509,1166
1280: 62,1181,94,859
1209: 864,314,773,694,1055,186
1214: 753,498,348,586,677,608
1235: 578,402,989,734,906,155
15: 3,504,143,46,872,85
16: 736,38,842,66
17: 35,470,164,434,1145,986
1256: 1212,920,1074,1170,1282,193
19: 374,908,940,529,981,762
20: 299,1009,122,549,475,914
21: 106,394,542,674,566,172
1152: 521,621,10,631,941,1187
23: 945,928,1262,754,795,822
24: 192,1147,224,1085,1124,740
25: 1203,476,305,1248,758,679
26: 165,1061,261,1263
27: 604,1220,32,170,629,747
28: 504,1203,85,633,706
29: 996,965,1029,1179,424
30: 618,917,284,126,593,927
31: 940,727,917,782,181,529
32: 604,784,27,170,395,919,629
33: 762,55,807,226,376,828,866
34: 661,571,789,292,210,1013
35: 17,876,514,1278,733,164,1145
36: 683,1183,1017,227,671,835
37: 783,811,861,512,1119
38: 736,16,585,66,1215,1221
39: 921,190,259,148
40: 360,832,834,238,825,992
41: 1123,1169,1011,1157,1122,1056
42: 934,1054,310,1094,288
43: 271,531,541,946,958
44: 358,103,112,458
45: 723,840,1004,1010,1194,1033
46: 143,847,195,763,3,15
47: 1035,417,1154,525,1198,1199
48: 742,468,633,459,657,109
49: 501,1273,446,1283,1123,285,1011
50: 257,1041,1043,200,976,222
1270: 74,384,1275,1249,187
52: 806,966,1224,129,697
53: 897,481,622,255,799
54: 669,524,738,1088,1251,1217
55: 794,33,762,686,866,620
56: 976,1107,1045,1051,855,1174,915
57: 816,204,579,883,991,1204
58: 878,496,0,641,540,713
59: 1006,924,1021,592,957,1197
60: 1255,113,174,1101,752,777
61: 281,1258,578,402,380,168,450
62: 1280,94,282,979,881,859
63: 393,612,888,242,238,250,825
64: 383,745,96,448,711
65: 807,181,316,1058,226,495
66: 1215,280,16,38
67: 1261,774,1097,1246,457,692
68: 993,694,1055,77,300,311
69: 467,613,734,806,697,989
70: 119,266,959,1177
71: 1083,1057,1015,627,202,974
72: 365,422,1268,1266,1084,319
73: 1077,1139,573,1032,1046,1064
74: 1225,1270,109,611,1249,160
75: 760,757,488,808,603,605
76: 150,480,964,949,1080
77: 797,1055,68,300
78: 399,1267,1228,455
79: 188,908,413,794,1190
80: 661,571,1109,1253,182,1259
81: 308,602,922,301
1231: 386,795,822,647,247
1167: 1100,909,867,823,822
84: 904,628,263,678,249,564
85: 1203,476,872,504,15,28
86: 836,309,753,498
87: 624,451,815,696,610,1034
88: 1129,890,331,398,1169
89: 1095,175,1019,1191,1005
1218: 1244,265,493,166
91: 1075,1081,1150,1115,810,1096
1255: 116,113,60,1091,634,1101
93: 203,190,493,1244,921
94: 282,554,412,62,1280,1181
95: 606,771,528,984
96: 1059,448,808,711,605,64
97: 355,985,788,1284,639
98: 548,1204,816,396,213
99: 593,118,333,1024,194,786
100: 484,211,1146,972
101: 1098,1162,1069,1093,1071
1250: 705,658,1070,479,1054
103: 358,586,44,458,511,667
104: 724,544,933,258,2
1269: 1036,409,860,615,1039,664
106: 21,394,566,162,403
107: 1138,437,1118,537
108: 250,882,625,669,246,612
109: 1225,74,48,459,657,611
1196: 434,1027,191,691,1113,1106
111: 752,295,113,392
112: 520,458,261,44
113: 1255,116,60,295,752,111
114: 232,972,875,928,750,530
115: 457,1093,770,1067,692,1069
116: 1255,113,1091,729,295,620
117: 477,726,937,826
118: 593,99,927,786,1060,916
119: 266,70,408,341,496
1176: 554,731,412,328,301,588
121: 1240,1252,1228,8,653
122: 599,885,549,20,216,475
1257: 881,785,852,979,920,327
124: 606,771,418,539,801,829
125: 271,805,362,956,902,480
126: 618,30,1024,1135,439,593
127: 449,207,139,519
1238: 601,964,997,787
129: 243,728,697,1224,52,274
1217: 1251,163,410,543,738,54
131: 954,683,843,198,904,720
132: 780,624,815,700,1182
133: 1131,1188,293,670
134: 425,438,1111,649,435,583
135: 486,570,308,421
136: 655,541,229,946
137: 861,1211,982,335,494,1258
138: 418,539,536,477
139: 693,519,127,449,207,973,397
140: 368,725,142,197,343
1247: 153,1281,365,1268
142: 983,725,978,553,368,140
143: 678,847,46,249,872,15
144: 216,626,475,429,950,353
145: 203,187,190,970,277,400
146: 1031,901,675,723,1065,645
147: 624,451,431
148: 851,39,259,387
149: 936,527,1140,314,773
150: 322,338,902,480,76,1080
1182: 1159,700,452,132
1148: 1163,346,877,1186,1076,1043
153: 1136,1247,1281,1268,467,613,319
154: 668,306,1239,1276,875,562
155: 906,453,1260,734,1265,1235
156: 334,998,198,1000,1189,1023
157: 506,1039,664,704,286,382
158: 916,938,927,284,701,264
159: 180,223,1134
160: 1249,220,611,74,442,587
161: 798,1030,1075,1081,221,1062
162: 538,988,566,106,182
163: 1217,410,9,543,1243,803
164: 470,1037,648,733,17,35
165: 26,1061,261,598,520,831
166: 493,695,963,1241,265,1218
167: 716,856,217,430,326,377
168: 380,243,728,578,61
1160: 1153,1044,1213,1144,297,991
170: 646,1158,919,629,582,27,32
171: 509,10
172: 566,6,329,716,674,21
173: 401,839,811,827,959,381
174: 776,1101,317,60,1234,777
175: 89,1095,405,235
176: 798,508,214,632,517
177: 704,248,850,369,862,359
178: 430,326,831,520,458,667
179: 327,546,718,778,990
180: 627,1079,159,223,1134,1042,1008
181: 807,529,65,31,782,316
182: 1259,538,162,1253,80
183: 563,746,581,565
1157: 1171,1122,890,41,1169,1120
185: 196,535,503,415,886,1239
186: 652,229,830,864,314,1209
