0: 408,751,597,558,496,540
1: 487,915,372,1064,1168,64
2: 724,104,461,1075,258
3: 592,757,760,763,1019,1197
4: 526,617,968,913,548,712
5: 650,942,953,844
6: 988,566,377,172,716,290
7: 442,587,351,702,361,1089
8: 18,590,1228,653,121,948
9: 1114,1127,543,1223,803,163
10: 1040,207,252,891,516,684,509
11: 33,762,794,981,609,807,559
1209: 186,1055,314,694,773
1214: 753,498,586,348,677,608
14: 1015,244,324,580
15: 872,257,1006,249,85,143
16: 736,38,842,66
17: 986,955,164,470,434,35
18: 8,590,184,1228,874
19: 609,908,940,79,794,1160
20: 299,1009,122,549,475,914
21: 394,106,172,674,329,566
22: 1169,962,1109,349,1008,427
23: 424,928,965,945,754,795
24: 740,1124,568,517,643,73,971
25: 219,385,1203,305,679
26: 165,261
27: 604,1220,32,170,629,747
28: 1203,872,85,504,679,706
29: 484,619,1029,232,424,965
30: 980,917,1210,284,927,126,1135
31: 981,529,181,727,464
32: 604,296,27,170,784,919
33: 11,762,794,807,866,828
34: 292,1013,789,210,804,925
35: 434,1191,164,1083,955,17
36: 227,671,683,1183,1017,835
37: 783,512,811,1095,450,839
38: 736,16,585,66,1215,1221
39: 921,190,259,148
40: 360,834,666,355,985,1022
41: 1071,1142,1067,1161,890,1105
42: 288,1090,242,934,1054,310
43: 271,531,541,946,958
44: 112,458,358,103
45: 743,1033,840,1010,723,146,474
46: 257,799,847,947,760,143,763
47: 1035,417,1205,944,83,574
48: 742,633,642,657,468,109
49: 446,832,1099,1142,285,1098
50: 767,56,1014,877,235,303
51: 303,1113,1126,1062,845,1005
52: 728,129,966,1224,274
53: 231,897,481,796,255,865,1045
54: 543,893,738,1088,1217
55: 188,1190,620,1160,762,794
56: 50,767,235,233,224,1043
57: 579,204,991,883,1204,816
58: 713,496,341,878,641,759
59: 263,622,255,1045,799,847
60: 116,1178,1018,777,111,113,752
61: 281,494,380,168,402,982
62: 1181,979,94,859
63: 1003,888,612,250,242
64: 448,279,96,1064,487,1
65: 807,833,316,495,1121,226
66: 1215,280,16,38
67: 1069,1156,1180,1072,1162
68: 300,1055,993,694,797,77
69: 697,613,734,578,402,989
70: 119,266,381,1163,1106,761
71: 1112,180,1093,1057,1056,1015,244,870
72: 422,319,1036,570,1084,820
73: 233,1107,224,568,24,525,971,849
74: 970,351,160,384,611,442
75: 1197,603,488,605,711
76: 949,964,1080,150,480
77: 797,1055,993,300,68
78: 399,1228,455
79: 1153,413,908,19,188,1160
80: 571,802,824,1157
81: 308,602,301,922
1231: 386,795,822
83: 689,944,595,574,268,47
84: 904,720,628,678,622,1021
85: 1041,143,504,28,872,15
86: 836,309,753,498
87: 147,640,451,701,696,1060
88: 987,272,1120,890,1137,1105
89: 515,1062,346,1148,756,775
1218: 93,265,166,493
91: 974,1112,627,798,214,1096
92: 614,693,139,846,561,518,973
93: 1218,493,921
94: 412,282,979,554,62,1181
95: 606,771,984,528
96: 279,64,487,711,383,745
97: 1097,489,639,788,912,1141,355
98: 396,548,1204,317,816
99: 916,118,593,194,786,333
100: 232,972,211,484,889,1179
101: 691,1191,201,221,1077
102: 278,374,152,464,529,940
103: 358,586,458,44,667,511
104: 724,544,2,933,258,952
105: 335,155,860,615,453
106: 21,1011,394,566,162,182
107: 1138,437,1009,537
108: 612,882,250,625,669,1070
109: 1225,611,633,48,459,657
1196: 1133,1230,933,952,1156
111: 113,60,777,752
112: 520,458,44,261
113: 111,295,60,116,392
114: 232,972,424,928,750,530
115: 390,1081,1069,1072,770,457
116: 60,1018,729,295,392,113
117: 477,726,937,826
118: 284,916,593,99,927,786,158
119: 70,266,408,1151,761,341
120: 192,768,545,880,253,342
121: 948,710,1233,8,1228
122: 599,885,549,20,216,475
123: 169,397,127,159,898,516
124: 606,771,418,539,801
125: 271,805,956,362,902,480
126: 284,593,1024,1210,439,917,30
127: 349,159,1008,139,973,123,397
128: 740,1124,1128,1078,1001,336
129: 243,728,52,274,557
1217: 163,625,410,543,54
131: 954,683,843,198,904,720
132: 780,452,1159,707
133: 670,1188,1131
134: 307,1061,649,690,583,435
135: 1036,570,421,308
136: 655,541,946
137: 861,1211,982,906,335
138: 418,539,536,477
139: 92,693,1117,127,1008,973,397
140: 368,197,142,983,725,343
141: 1109,894,500,1102,703,432
142: 140,368,978,553,983
143: 1041,85,763,257,46,249,15
144: 216,626,475,353,429,950
145: 190,400,203,187,970,220
146: 723,684,901,675,645,1065,45,840
147: 640,87,610,700,1060,1034,575
148: 851,39,259,387
149: 936,867,822,247,1140
150: 902,338,322,480,76,1080
151: 365,319,153
152: 312,910,464,278,102,791
153: 365,319,151,613,467
154: 668,306,875,185,503,415
155: 1084,734,860,989,105
156: 334,998,198,1000,1189,1023
157: 382,453,177,594,704,359,286
158: 451,264,938,284,916,118,927
159: 127,349,1008,207,427,123,516
160: 657,715,611,442,74
161: 390,201,722,1081,974,221,692,1046,287
162: 988,566,106,538,182
163: 1217,410,9,543,803,447
164: 1172,1083,470,1145,35,17
165: 26,261,598,831,520
166: 963,695,493,293,265,1218
167: 430,377,326,217,215,716
168: 578,243,728,497,61,380
169: 245,171,123,397,407,898,621
170: 646,1158,919,629,27,32
171: 169,898,821,485,621,1194
172: 716,856,329,566,6,21
173: 450,839,391,401,1037,827
174: 317,777,1101,776,1091
175: 515,1126,1076,943,405
176: 756,775,222,1016,1014,877
177: 157,453,664,615,248,704
178: 430,667,326,831,520,458
179: 852,323,327,1170,778
180: 1112,71,1093,244,519,627,223
181: 31,981,980,559,782
182: 1122,1116,162,1011,106
183: 746,425,438,665
184: 18,387,851,399
185: 196,535,503,415,886,154
186: 1055,314,1209,652,229,830
187: 695,384,793,970,145,203
188: 55,686,1190,1160,79,1153,297
189: 895,949,306,562,857,362
190: 145,400,203,39,921,259
191: 955,230,434,691,853,923
192: 120,1210,439,768,1085,342
193: 1212,920,862,785,369,327
194: 534,1024,330,454,333,593,99
195: 947,957,796,1045,199
196: 535,185,237,682,503,1216
197: 140,368,585,343,1222,1221
198: 334,156,1189,720,131,954
199: 930,967,465,796,195,957
200: 930,1005,1113,976,907,772
201: 876,722,1081,161,101,1191,221
202: 466,1031,449,388,1079,798,423
203: 145,190,187,695,493
204: 634,57,579,991,297,686
205: 792,653,212,590,1227
206: 823,754,584,616,945
207: 10,1040,499,427,894,349,159,516
208: 414,717,366,1128,1012,765,239
209: 256,990,769,718,320,276
210: 789,931,661,1013,34,1129
211: 1146,680,484,1179,100
212: 283,526,617,205,1227
213: 838,363,548,617,396
214: 508,222,547,1096,91,388,627,798
215: 813,607,217,325,167,856
216: 626,475,144,719,122,885
217: 873,607,215,326,167
1212: 920,193,1170,440,327
219: 385,25,679,469,963
220: 970,351,145,318,277
221: 974,569,692,1046,287,201,722,1081,161,101,1077
222: 508,547,214,1016,176,573,1014
223: 627,1079,798,244,180,449,519
224: 233,73,810,573,767,56,568,517
225: 1167,550,527,696,345,1060,773
226: 483,1121,807,65,833,828
227: 735,339,671,36,683,843
228: 267,709,560,420,631
