0: 408,751,597,558,496,540
1: 372,1168,1064,487,915
2: 724,104,461,557,1075
3: 760,757,763,1041,603,75,1019
4: 548,1204,712,968,526,617
5: 650,942,844
6: 988,566,377,172,716,290
7: 702,361,442,587,220,351
8: 18,590,653,121,948,1228
9: 1127,1223,543,803,163
10: 1040,207,684,252,516,891,1010,509
11: 981,529,609,794,807,559,762
1209: 186,314,68,773,345,694
1214: 753,498,586,348,608,677
14: 1015,244,324,870
15: 85,143,257,1006,28,872
16: 736,38,842,66
17: 986,35,470,1145,1077,434
18: 8,590,184,874,1228
19: 609,908,940,794,188,79
20: 299,1009,122,549,475,914
21: 1011,106,394,172,674,329,566
22: 141,894,1109,1169,962,427
23: 424,754,965,114,928,795
24: 740,1124,568,643,73,971
25: 305,1203,476,679,219,385
26: 165,261
27: 604,1220,170,32,629,747
28: 1203,872,15,85,504,706
29: 484,619,1029,232,424,965
30: 1085,917,980,284,927,1135
31: 981,529,181,727,312,464,1085
32: 784,919,170,604,296,27
33: 762,807,226,866,828
34: 292,1013,210,571,789,661,925
35: 1191,164,1145,1077,17
36: 1017,1183,683,227,835
37: 512,1095,450,861,494,839
38: 736,16,585,66,1215,1221
39: 921,190,259,148
40: 737,355,985,825,360,834
41: 1071,446,1105,1142,890
42: 288,934,242,310,992,1090
43: 271,531,541,946,958
44: 112,458,358,103
45: 723,840,1010,474,294,743,1033
46: 947,957,799,760,143,763
47: 1035,556,1205,83,944,574
48: 742,1197,633,1050,109
49: 1071,446,832,1092,1098,270,285
50: 767,56,1014,877,235,303
51: 303,1113,1126,1062,845,1005
52: 1150,721,966,1224,274
53: 231,897,481,255,195,796,1045
54: 543,738,969,528,1088
55: 297,686,1190,188,1160,620
56: 50,767,235,233,224,1043
57: 816,579,991,883,1204,712
58: 641,496,341,713,878,759
59: 678,263,255,622,847,1045
60: 116,1178,777,113,111
61: 281,168,578,402,494,982
62: 859,1181,94,979,282
63: 393,985,888,1022,612,250
64: 448,279,383,605,487,96
65: 226,833,495,316,1058,1121
66: 1215,280,16,38
67: 1180,1162,1081,1069,115
68: 186,1055,1209,694,797,77
69: 578,613,728,989,402
70: 119,266,381,1163,1106,761
71: 1112,180,1056,1093,244,627,223
72: 422,319,1036,570,820
73: 233,1107,568,24,849,971
74: 970,384,611,442,160
75: 745,603,488,3,757,711
76: 949,601,964,1080,150,480
77: 797,68,694,300
78: 399,455
79: 188,1153,413,908,19
80: 789,1157,1122,1094,571,802
81: 308,602,922,301
82: 621,245,1152
83: 595,268,689,944,574,47
84: 904,720,628,622,678,1021
85: 15,143,763,1041,28,504
86: 753,498,836,309
87: 147,640,1060,451,696,938,701
88: 987,272,1102,890,1105,482,1137
89: 756,775,176,877,346,515,1062
1218: 93,265,166,493
91: 974,627,1096,547,798,214
92: 614,693,139,561,518,973
93: 1218,493,921
94: 412,979,554,328,62,1181
95: 124,606,771,984
96: 605,711,745,64,383,416
97: 737,355,779,1141,788,489
98: 396,776,816,548,1204,317
99: 330,118,194,786,333
100: 232,972,484,889,1179
101: 569,1077,373,853,691,221,722,749,1046
102: 278,374,152,464,529,940
103: 358,586,458,44,667,511
104: 724,544,2,258,1196,1075
105: 453,155,860,615,906,335
106: 21,1011,566,162,182
107: 1138,437,748,537
108: 612,882,250,625,669,1070
109: 1225,611,48,459,633
110: 849,1107,1032
111: 752,60,777,113
112: 520,458,44,261
113: 392,60,116,111
114: 232,972,424,23,750,530,928
115: 1069,770,390,67,1081,161
116: 60,1018,729,295,392,113
117: 477,726,937,826
118: 284,330,593,99,786,158,916
119: 70,266,408,1151,761,341
120: 192,342,768,545,880,253
121: 948,710,1228,8
122: 599,885,549,20,475,216
123: 169,397,127,159,898,516
124: 606,95,771,418,801,790
125: 271,805,362,956,902,480
126: 192,1210,439,1024,593,917
127: 349,139,1008,159,123,397
128: 977,336,740,522,1128,1078,1001
129: 274,461,1150,426,1083,1172
1217: 163,625,447,1088,410
131: 954,1183,198,683,904,843
132: 707,378,1159,780,452
133: 1131,1188,670
134: 307,1061,649,690,583,435
135: 1036,570,308,421
136: 655,541,946
137: 861,982,1211,906,335,382,999
138: 539,536,477
139: 127,1008,92,693,973,397
140: 368,197,142,983,725,343
141: 22,894,500,703,1109,432
142: 140,368,978,553,983
143: 15,85,763,46,257,799
144: 950,626,475,216,353,429
145: 190,400,203,187,970,277
146: 723,840,684,675,901,1065,645
147: 640,87,610,1034,1060
148: 851,39,387,259
149: 936,527,1140,247,314
150: 902,480,322,338,76,1080
151: 365,319,153
152: 312,910,464,791,278,102
153: 806,467,151,734
154: 668,306,875,185,503,415
155: 1084,734,860,906,989,105
156: 1189,1023,334,998,720,198
157: 453,177,382,594,286,359
158: 451,938,916,264,927,284,118
159: 127,349,207,427,123,516
160: 442,587,657,611,74
161: 692,201,722,287,1081,770,390,115
162: 988,566,106,824,538,182
163: 1217,9,543,803,447
164: 1191,35,298,1063,1145
165: 26,261,598,831,520
166: 963,695,493,293,265,1218
167: 430,377,326,217,716,215
168: 281,61,380,578,497
169: 407,171,123,397,898
170: 1158,919,32,629,582,27
171: 407,169,898,621,485,245
172: 716,856,329,566,6,21
173: 827,811,648,391,1027
174: 317,777,1101,776,752,1091
175: 515,1126,1148,848,943,405
176: 756,89,775,547,1016,222,214
177: 157,453,664,615,248,594
178: 430,667,326,831,520,458
179: 546,852,323,327,1170,778
180: 1112,71,244,627,1079,223,798
181: 31,981,1085,980,559,782
182: 1116,1161,1094,162,1011,106
183: 746,425,438,665
184: 18,874,387,851,399
185: 196,535,503,415,886,154
186: 1055,314,1209,68
187: 695,793,384,970,145,203
188: 1153,79,19,794,1160,297,55
189: 895,949,306,362
190: 145,400,203,39,921,259
191: 1030,1046,853,434,955,923
192: 120,1210,342,768,126,439,727
193: 1212,920,359,862,785,327
194: 534,1024,507,454,333,330,99
195: 947,199,796,957,53,231,1045
196: 535,185,237,1216,503
197: 140,368,585,343,1222,1221
198: 131,954,156,334,904,720
199: 195,947,796,957,930,967,465,817,592
200: 930,1005,1113,976,907,772
