0: 597,558,408,751,496,540
1: 487,915,1064,1168,1154,448
2: 724,104,461,258,298,426,514
3: 46,15,504,760,1050
4: 617,526,968,913,548,712
5: 650,942,953,844
6: 988,566,290,172,716,377
7: 1089,442,730,361,572
8: 18,590,1228,653,948,121
9: 1114,1127,543,1223,803,163
10: 509,1040,891,207,516,169,898,171
11: 33,762,794,609,19,559
1209: 186,314,1055,773,345,694
1214: 753,498,586,348,608,677
1235: 578,402,989,906,155,105
15: 3,46,504,143,1006,872,85
16: 736,38,842,66
17: 470,164,986,1145,35,955,434
18: 8,590,184,1228,874
19: 79,908,940,11,794
20: 299,1009,122,549,475,914
21: 394,172,329,674,542,566
22: 139,159,1169,962,1109
23: 424,928,965,945,754,795
24: 568,643,1124,971,740,1078
25: 1203,476,305,758,679,385
26: 165,261,1061,1155
27: 604,1220,32,170,629,747
28: 706,504,1203,85,742,633
29: 484,619,1029,232,424,965
30: 980,917,1210,126,284,727
31: 981,529,727,464,152,917,181
32: 604,296,27,170,784,919
33: 11,762,807,559,866,828
34: 292,1013,925,789,210,804
35: 691,1172,1150,1145,17,434
36: 227,671,683,1017,1183,835
37: 1184,861,512
38: 736,16,585,66,1215,1221
39: 921,190,259,148
40: 360,834,238,992,356
41: 1071,1161,660,890,482,1105,764
42: 288,310,934,242,1054
43: 271,531,541,946,958
44: 112,458,358,103
45: 743,1033,840,1010,723,684,474
46: 3,15,763,143,847,760
47: 574,1205,268,689,1035,944
48: 742,633,642,459,657,468,109
49: 1003,832,398,446,285,1067
50: 1014,1016,222,303,1043,56
51: 235,1113,1062,1005,877,303
52: 966,1224,806,728,129,697
53: 59,622,897,865,481,255
54: 669,524,738,1088,1217,1236
55: 1190,1018,686,762,794,620
56: 1174,976,1043,1014,50,1107
57: 991,816,204,579,1204,883
58: 341,496,878,641,713,759
59: 53,622,897,924,796,1045,947
60: 116,1178,113,777,1091,752
61: 281,982,450,168,402,380
62: 1181,94,979,859
63: 393,612,888,242,250,825
64: 406,279,448,487,96,383
65: 807,833,316,495,226,1121
66: 1215,280,16,38
67: 814,1196,1133,1115,1099,1156
68: 300,1055,993,311,694,77
69: 467,734,613,806,989,697
70: 513,761,1177,1106,381,266
71: 1015,1057,1112,1093,1056,180
72: 422,319,570,1036,486
73: 1107,971,233,1032,1139,525
74: 970,160,384,611,187
75: 760,757,1050,1197,605,603
76: 949,480,601,964,1080,150
77: 797,1055,300,68
78: 399,1228,1240,455
