0: 408,751,597,558,496,540
1: 487,915,1064,1168,1154,448
2: 258,298,724,104,461,426
3: 504,15,46,760,1050
4: 617,526,968,913,548,712
5: 650,942,953,844
6: 988,566,377,290,172,716
7: 442,337,587,730,361,572
8: 18,590,1228,653,121
9: 1114,1127,543,1223,803,163
10: 509,891,1040,207,516,898,171
11: 33,762,529,609,940,19,981
1209: 186,314,1055,773,694,345
1214: 753,498,348,586,677,608
1235: 578,402,989,906,155,105
15: 3,504,143,46,872,85
16: 736,38,842,66
17: 470,164,1145,35,986
18: 8,590,184,1228,874
19: 940,908,79,11,762,794
20: 299,1009,122,549,475,914
21: 394,172,674,542,566
22: 123,159,139,1117,962,1109
23: 424,928,965,754,945,795
24: 568,643,1124,971,1078,740,525
25: 1203,476,305,758,679,385
26: 165,261,1061,1155
27: 604,1220,32,170,629,747
28: 1203,85,504,742,633,706
29: 484,619,100,1029,232,424
30: 980,917,284,727,126,1210
31: 152,529,464,917,727,181,981
32: 604,296,27,170,784,919
33: 11,762,866,807,559,828
34: 292,210,925,789,983,804
35: 1075,1145,17,691,986,434
36: 227,671,683,1017,835
37: 783,861,512
38: 736,16,585,66,1215,1221
39: 921,190,259,148
40: 238,992,360,356,832
41: 1161,660,890,987,482,1105
42: 288,1054,934,242,310
43: 271,531,541,946,958
44: 112,458,358,103
45: 743,1033,840,1010,723,684,474
46: 1006,143,763,847,760,3,15
47: 268,574,1205,689,1035,944
48: 633,642,459,657,468,109
49: 356,331,398,832,501,446,285
50: 1014,1016,222,303,56,1043
51: 235,303,1005,1113,877
52: 966,1224,806,728,129,697
53: 897,622,481,1021,865,255
54: 669,524,738,1088,1217,1236
55: 762,866,794,686,620,1018
56: 976,1043,1014,50,1107,1174
57: 991,816,204,579,1204,883
58: 341,496,878,641,759,713
59: 924,845,897,622,947,796,799
60: 116,1178,1101,1091,777
61: 281,982,168,402,380
62: 1181,94,979,859
63: 393,612,888,242,250,825
64: 406,279,448,487,96,383
65: 807,833,316,495,226,1121
66: 1215,280,16,38
67: 1180,1115,350,1246,1098
68: 993,311,694,1055,77,300
69: 467,734,613,806,697,989
70: 513,761,1106,381,119,1177
71: 1057,1093,1056,180,1015,1112
72: 365,422,319,570,1036,486
73: 1107,971,233,1032,525,1139
74: 970,220,160,384,611,187
75: 760,757,1050,1197,605,603
76: 949,480,601,964,150,1080
77: 797,1055,68,300
78: 399,1228,455
79: 413,1190,908,19,794
80: 182,824,571
81: 308,602,301,922
1231: 386,822,647,247
1167: 550,225,1110,1100,1185,936,527
84: 904,628,263,678,249,564
85: 1203,476,28,872,504,15
86: 836,309,753,498
87: 147,640,610,696,451,1034
88: 987,931,272,1129,1120,1105
89: 1113,1126,515,1186,1005
1218: 1244,265,493,166,93
91: 974,627,1081,390,1047,388,798,161
92: 614,693,127,139,973
93: 190,203,493,1244,1218,921
94: 282,979,412,554,1181,62
95: 606,771,528,984
96: 487,488,711,605,64,383
97: 355,985,788,639
98: 396,816,548,1204,317
99: 927,118,593,333,194,786
100: 484,29,211,1179,232,972
101: 1072,1069,1083,1063,1148,221
102: 152,529,910,278,940,374
103: 358,586,458,44,667,511
104: 724,544,2,933
105: 906,453,155,335,1235
106: 394,1011,566,162,182
107: 1138,437,1118,537
108: 882,250,669,246,625,612
109: 1225,384,611,48,459,657
1196: 1246,952,350
111: 392,295,113,752
112: 520,458,44,261
113: 116,295,729,111,1091,752
114: 232,972,875,928,750,530
115: 1072,1069,1093,770,692,390
116: 60,113,1018,729,1091
117: 477,726,937,826
118: 927,99,1135,786,1110,916
119: 266,408,1164,70,761,341
1176: 554,328,731,588
121: 710,1240,1233,653,8,948
122: 599,885,549,20,216,475
123: 127,159,207,22,139,516
124: 606,771,418,539,801,829
125: 956,362,480,902,271,805
126: 30,284,1024,439,1210,593
127: 123,139,92,973,397,516
1238: 601,997,787,964,367
129: 243,728,52,1224,274,557
1217: 163,1236,410,543,738,54
131: 954,683,198,904,720,843
132: 780,452,1159,707
133: 670,1188,1131,293
134: 307,273,649,690,583,435
135: 421,570,308
136: 655,541,946
137: 861,1211,494,906,335,982
138: 418,539,536,477
139: 127,123,22,1117,962,92,693
140: 368,197,725,142,343
141: 432,500,1102
142: 983,978,553,368,140
143: 1006,46,678,249,872,15
144: 216,626,475,429,950,353
145: 190,400,203,187,970,277
146: 723,901,675,645,840,1065
147: 640,87,610,575,815,700
148: 851,39,259,387
149: 936,527,773,867,247,1140
150: 322,338,902,1080,76,480
1182: 707,332,378,1159
152: 31,529,464,102,312,910,192,727
153: 1136,319,1247,613
154: 306,1239,889,503,875
155: 105,734,820,989,1235
156: 334,998,198,1000,1189,1023
157: 1039,704,286,382,359
158: 451,701,938,916,1135,264
159: 123,207,22,1109,427,1008
160: 74,220,611,442,587
161: 1030,798,91,1081,1046
162: 988,566,106,538,182
163: 1217,410,9,543,803,1243
164: 470,17,733,755,648,1145
165: 26,261,1061,598,831,520
166: 493,963,1241,670,1218,265
167: 716,856,217,430,326,377
168: 243,728,578,402,380,61
169: 397,898,171,561,407,621
170: 1158,919,629,27,32
171: 169,898,10,891,621,1004
172: 716,329,674,566,6,21
173: 827,1037,401,1095,811,1151
174: 317,1101,776,1234,777
175: 1163,943,848,515,405
176: 222,877,775,1077,1096,1030,214,1016
177: 409,615,262,664,506
178: 430,667,326,831,520,458
179: 327,323,718,778,990
180: 1079,223,1015,71,627,1112,388
181: 833,981,917,31,782,316
182: 80,162,106,1122
183: 892,665,746,425
184: 18,387,874,851,399
185: 196,535,503,415,886,1239
186: 314,1055,1209,229,830
187: 145,203,384,695,970,74
188: 1153,1190,297,991,204
189: 895,949,306,562,857,362
190: 145,400,203,93,39,921,259
191: 1163,923,230,955,434,1068
192: 253,910,1210,618,727,152,312
193: 852,1212,920,1170,327
194: 347,1024,454,333,534,99,593
195: 799,763,847,947,592,957
196: 535,185,237,682,503,1216
197: 585,368,140,1222,1221,343
198: 334,156,1189,720,131,954
199: 235,930,1113,967,1045,796
200: 976,1043,235,930,1041,1019
201: 1133,1162,1172,1150,1083
202: 1031,423,449,1079,466,388
203: 145,190,187,93,493,695
204: 57,991,579,188,634,297,1178
205: 792,653,354,212,590,1227
206: 823,584,945,510,462,463
207: 123,159,1008,516,10,1040
208: 765,1066,1033,1128,717,1052
209: 256,990,769,718,320,276
210: 292,1013,34,789,661,1129
211: 1146,680,484,100,1179
212: 617,526,205,354,283,1227
213: 617,548,396,363
214: 508,573,1096,1030,176,222,1016,224
215: 325,663,813,217,607,856
216: 626,719,144,475,122,885
217: 215,607,873,326,856,167
1212: 920,359,1074,193,1170
219: 1241,385,679,469,963,793
220: 970,74,160,442,318,351
221: 1081,1046,390,1072,101,1148,346
222: 176,877,775,1077,303,214,50,1016
223: 449,1079,180,1015,432,519,244
224: 1014,1016,517,573,214,568,233
225: 1167,550,527,1060,345
226: 378,483,1121,807,65,828
227: 735,339,671,36,843,683
228: 267,560,420,1007,709
229: 652,186,655,864
230: 955,1038,1037,191,848
1234: 777,174,289
232: 114,972,29,100,424,928
233: 1107,73,971,1014,224,568
234: 914,429,966,1224,748,721
